lr_groups,iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L2
[0.01],0,False,,,1,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-40-48,1603276848,36.16505551338196,36.16505551338196,68929,d83e38022e39,192.168.99.4,36.16505551338196,0,1,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5724730491638184,150,5.36131477355957,300.0,0.03707023963332176,0.008302781836440166,0.13840589841206868,0.05490256883203983,0.09111960182331881,0.03707023963332176,0.008302781836440166,0.13840589841206868,0.05490256883203983,0,0,0,0,34.59195160865784,2000,34.59195160865784,2000.0,2.756846750020981,1.0041505757123232,1.3054845629930496,0.6648663677573204,1.0020731389037045,2.756846750020981,1.0041505757123232,1.3054845629930496,0.6648663677573204,0,0,0,0,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.01],1,False,,,2,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-41-24,1603276884,36.04642581939697,72.21148133277893,68929,d83e38022e39,192.168.99.4,72.21148133277893,0,2,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5829572677612305,150,6.944272041320801,450.0,0.038011907661954565,0.00827706890180707,0.1477483598391215,0.057258288661638894,0.09097839799538718,0.03707023963332176,0.00827706890180707,0.13840589841206868,0.05490256883203983,1,0,1,1,34.46282625198364,2000,69.05477786064148,4000.0,2.703009951353073,1.0254788680970668,1.2976769671440125,0.6714322365224361,1.0126593050464043,2.703009951353073,1.0041505757123232,1.2976769671440125,0.6648663677573204,0,1,0,1,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.0025],2,False,,,3,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-42-00,1603276920,36.296879291534424,108.50836062431335,68929,d83e38022e39,192.168.99.4,108.50836062431335,0,3,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.533219337463379,150,8.47749137878418,600.0,0.036074804613987606,0.007942486768588424,0.14131697644790014,0.05514377571642399,0.08912063043195119,0.036074804613987606,0.007942486768588424,0.13840589841206868,0.05490256883203983,0,0,2,2,34.76305675506592,2000,103.8178346157074,6000.0,2.6999647995233538,1.0261297519803048,1.2967401928901672,0.6712370090186596,1.0129806276431474,2.6999647995233538,1.0041505757123232,1.2967401928901672,0.6648663677573204,0,2,0,2,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.0025],3,False,,,4,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-42-37,1603276957,36.58624482154846,145.09460544586182,68929,d83e38022e39,192.168.99.4,145.09460544586182,0,4,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.624915599822998,150,10.102406978607178,750.0,0.03514735579490662,0.007849030088012417,0.13594835629065832,0.05362121192117532,0.08859475203426226,0.03514735579490662,0.007849030088012417,0.13594835629065832,0.05362121192117532,0,0,0,0,34.96076202392578,2000,138.77859663963318,8000.0,2.7001889353990554,1.026268227517605,1.2966910669207572,0.6711871594786644,1.0130489758731336,2.6999647995233538,1.0041505757123232,1.2966910669207572,0.6648663677573204,1,3,0,3,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.000625],4,False,,,5,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-43-13,1603276993,36.05757927894592,181.15218472480774,68929,d83e38022e39,192.168.99.4,181.15218472480774,0,5,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5673882961273193,150,11.669795274734497,900.0,0.03539173170924187,0.007817478608340025,0.13271269351243972,0.05272312705715498,0.08841650642464915,0.03514735579490662,0.007817478608340025,0.13271269351243972,0.05272312705715498,1,0,0,0,34.489577770233154,2000,173.26817440986633,10000.0,2.6986259030103685,1.0266601931750774,1.2963630536794661,0.6711100744307041,1.0132424157994362,2.6986259030103685,1.0041505757123232,1.2963630536794661,0.6648663677573204,0,4,0,4,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.000625],5,False,,,6,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-43-48,1603277028,35.644126415252686,216.79631114006042,68929,d83e38022e39,192.168.99.4,216.79631114006042,0,6,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.6245224475860596,150,13.294317722320557,1050.0,0.034976594472924866,0.007793679855143031,0.13294760882854462,0.052754904255270955,0.08828182063790388,0.034976594472924866,0.007793679855143031,0.13271269351243972,0.05272312705715498,0,0,1,1,34.01906633377075,2000,207.28724074363708,12000.0,2.699644624590874,1.0264737727344035,1.2965159282088279,0.6711694140434266,1.013150419599382,2.6986259030103685,1.0041505757123232,1.2963630536794661,0.6648663677573204,1,5,1,5,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.00015625],6,False,,,7,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-44-24,1603277064,35.80179238319397,252.5981035232544,68929,d83e38022e39,192.168.99.4,252.5981035232544,0,7,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5523755550384521,150,14.846693277359009,1200.0,0.03483578977485498,0.00777567260277768,0.13390803337097168,0.05303139872848987,0.08817977434070513,0.03483578977485498,0.00777567260277768,0.13271269351243972,0.05272312705715498,0,0,2,2,34.2489116191864,2000,241.5361523628235,14000.0,2.699338806271553,1.0265805982649325,1.2965425090789795,0.6711955310702324,1.0132031377097745,2.6986259030103685,1.0041505757123232,1.2963630536794661,0.6648663677573204,2,6,2,6,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[0.00015625],7,False,,,8,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-45-00,1603277100,35.37430191040039,287.9724054336548,68929,d83e38022e39,192.168.99.4,287.9724054336548,0,8,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5153660774230957,150,16.362059354782104,1350.0,0.03511357513566812,0.007764721093699336,0.1383098871509234,0.05422556641201178,0.08811765483544905,0.03483578977485498,0.007764721093699336,0.13271269351243972,0.05272312705715498,1,0,3,3,33.85835552215576,2000,275.39450788497925,16000.0,2.6992687455415725,1.0266432853341103,1.2964486961960793,0.6711634677648545,1.0132340723318134,2.6986259030103685,1.0041505757123232,1.2963630536794661,0.6648663677573204,3,7,3,7,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[3.90625e-05],8,False,,,9,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-45-35,1603277135,35.20130252838135,323.17370796203613,68929,d83e38022e39,192.168.99.4,323.17370796203613,0,9,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5029451847076416,150,17.865004539489746,1500.0,0.03475521219273408,0.0077385819206635155,0.13548460572957993,0.05343602232635021,0.08796921007184,0.03475521219273408,0.0077385819206635155,0.13271269351243972,0.05272312705715498,0,0,4,4,33.697710037231445,2000,309.0922179222107,18000.0,2.69886676466465,1.026571864694357,1.2963498473167419,0.6710932469666004,1.013198827819277,2.6986259030103685,1.0041505757123232,1.2963498473167419,0.6648663677573204,4,8,0,8,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
[3.90625e-05],9,False,,,10,f26425ce32f64d87be359abdf1b65ad8,2020-10-21_10-46-11,1603277171,35.600632190704346,358.7743401527405,68929,d83e38022e39,192.168.99.4,358.7743401527405,0,10,00017,"17_net=Feedforward,norm_layer=none,seed=1",6101,1.5129687786102295,150,19.377973318099976,1650.0,0.03474420828123887,0.007742187371477484,0.1349946813782056,0.05331731908023357,0.08798970037156328,0.03474420828123887,0.0077385819206635155,0.13271269351243972,0.05272312705715498,0,1,5,5,34.0869562625885,2000,343.1791741847992,20000.0,2.698363612294197,1.026278753489256,1.296174208521843,0.6710543169677258,1.0130541710536787,2.698363612294197,1.0041505757123232,1.296174208521843,0.6648663677573204,0,9,0,9,3.788841724395752,150,3.788841724395752,150.0,3.472198731104533,0.33161222259203593,1.742870537439982,0.5654635651906331,0.5758578145619246
