lr_groups,iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,initial_stats/params,val/current/time,val/current/steps,val/current/overall time,val/current/overall steps,val/current/mse,val/current/L2^2,val/current/mae,val/current/L1,val/current/L2,val/best/mse,val/best/L2^2,val/best/mae,val/best/L1,val/last improve/mse,val/last improve/L2^2,val/last improve/mae,val/last improve/L1,train/current/time,train/current/steps,train/current/overall time,train/current/overall steps,train/current/mse,train/current/L2^2,train/current/mae,train/current/L1,train/current/L2,train/best/mse,train/best/L2^2,train/best/mae,train/best/L1,train/last improve/mse,train/last improve/L2^2,train/last improve/mae,train/last improve/L1,initial_stats/val_initial/time,initial_stats/val_initial/steps,initial_stats/val_initial/overall time,initial_stats/val_initial/overall steps,initial_stats/val_initial/mse,initial_stats/val_initial/L2^2,initial_stats/val_initial/mae,initial_stats/val_initial/L1,initial_stats/val_initial/L2
"[0.001, 0.001, 0.001, 0.001]",0,False,,,1,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-26-12,1603167972,78.83747792243958,78.83747792243958,388,d83e38022e39,192.168.99.4,78.83747792243958,0,1,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.759429931640625,150,12.144327640533447,300.0,0.021973718876640003,0.0008354334459484865,0.11637445727984111,0.021709463869531948,0.02890386558833414,0.021973718876640003,0.0008354334459484865,0.11637445727984111,0.021709463869531948,0,0,0,0,75.07693815231323,250,75.07693815231323,250.0,22.87010163116455,1.509037679195404,3.208398440361023,0.7961703751087189,1.228428947556758,22.87010163116455,1.509037679195404,3.208398440361023,0.7961703751087189,0,0,0,0,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",1,False,,,2,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-27-31,1603168051,78.99899411201477,157.83647203445435,388,d83e38022e39,192.168.99.4,157.83647203445435,0,2,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.7247047424316406,150,15.869032382965088,450.0,0.016533884853124618,0.0006434425723273307,0.10013170704245568,0.018714517752329508,0.025366169839519146,0.016533884853124618,0.0006434425723273307,0.10013170704245568,0.018714517752329508,0,0,0,0,75.27310800552368,250,150.3500461578369,500.0,20.918836738586425,1.7214739451408385,3.094872254371643,0.8332949724197388,1.3120495208416634,20.918836738586425,1.509037679195404,3.094872254371643,0.7961703751087189,0,1,0,1,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",2,False,,,3,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-28-50,1603168130,78.76673817634583,236.60321021080017,388,d83e38022e39,192.168.99.4,236.60321021080017,0,3,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.8304457664489746,150,19.699478149414062,600.0,0.013277882083008686,0.0005070495058316737,0.09010366449753443,0.016733904145658018,0.022517759787147425,0.013277882083008686,0.0005070495058316737,0.09010366449753443,0.016733904145658018,0,0,0,0,74.9353723526001,250,225.285418510437,750.0,20.89038121795654,1.720369155883789,3.0928958253860475,0.8327512140274048,1.3116284366709152,20.89038121795654,1.509037679195404,3.0928958253860475,0.7961703751087189,0,2,0,2,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",3,False,,,4,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-30-09,1603168209,78.89395880699158,315.49716901779175,388,d83e38022e39,192.168.99.4,315.49716901779175,0,4,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.658109188079834,150,23.357587337493896,750.0,0.010325905289500953,0.00038491232922145473,0.08016785050431888,0.014833692150811354,0.019619182684848385,0.010325905289500953,0.00038491232922145473,0.08016785050431888,0.014833692150811354,0,0,0,0,75.2350127696991,250,300.5204312801361,1000.0,20.871839241027832,1.7189780859947204,3.0917832527160645,0.8325489778518677,1.3110980459121737,20.871839241027832,1.509037679195404,3.0917832527160645,0.7961703751087189,0,3,0,3,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",4,False,,,5,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-31-28,1603168288,78.7551429271698,394.25231194496155,388,d83e38022e39,192.168.99.4,394.25231194496155,0,5,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.669105052947998,150,27.026692390441895,900.0,0.00953656950344642,0.00034341686502254256,0.0763845298687617,0.014036028335491816,0.018531510057805397,0.00953656950344642,0.00034341686502254256,0.0763845298687617,0.014036028335491816,0,0,0,0,75.0851058959961,250,375.6055371761322,1250.0,20.893495735168457,1.7207979846000672,3.0928410301208498,0.8328669333457946,1.3117918983589079,20.871839241027832,1.509037679195404,3.0917832527160645,0.7961703751087189,1,4,1,4,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",5,False,,,6,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-32-47,1603168367,79.02099537849426,473.2733073234558,388,d83e38022e39,192.168.99.4,473.2733073234558,0,6,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.7652149200439453,150,30.79190731048584,1050.0,0.008735933620482684,0.00030841835134197025,0.07335928882161777,0.013436043572922548,0.017561843620245862,0.008735933620482684,0.00030841835134197025,0.07335928882161777,0.013436043572922548,0,0,0,0,75.25500249862671,250,450.8605396747589,1500.0,20.86267329406738,1.7193347597122193,3.091641089439392,0.8327176356315613,1.3112340598505743,20.86267329406738,1.509037679195404,3.091641089439392,0.7961703751087189,0,5,0,5,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",6,False,,,7,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-34-05,1603168445,78.59426856040955,551.8675758838654,388,d83e38022e39,192.168.99.4,551.8675758838654,0,7,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.6572744846343994,150,34.44918179512024,1200.0,0.007708699765304724,0.00030297165445517747,0.06863190904259682,0.012876230080922445,0.017406080961985024,0.007708699765304724,0.00030297165445517747,0.06863190904259682,0.012876230080922445,0,0,0,0,74.93601608276367,250,525.7965557575226,1750.0,20.899220809936523,1.721602499961853,3.092719068527222,0.8329245846271515,1.3120985100067193,20.86267329406738,1.509037679195404,3.091641089439392,0.7961703751087189,1,6,1,6,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",7,False,,,8,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-35-24,1603168524,78.86768794059753,630.7352638244629,388,d83e38022e39,192.168.99.4,630.7352638244629,0,8,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.70186710357666,150,38.1510488986969,1350.0,0.006949221466978391,0.00025517936854157596,0.06553648228446643,0.012081535452355942,0.015974334682282577,0.006949221466978391,0.00025517936854157596,0.06553648228446643,0.012081535452355942,0,0,0,0,75.16476082801819,250,600.9613165855408,2000.0,20.86272956085205,1.7190037236213684,3.0903362922668456,0.8324349043369293,1.3111078230341577,20.86267329406738,1.509037679195404,3.0903362922668456,0.7961703751087189,2,7,0,7,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",8,False,,,9,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-36-43,1603168603,78.60409545898438,709.3393592834473,388,d83e38022e39,192.168.99.4,709.3393592834473,0,9,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.5552475452423096,150,41.70629644393921,1500.0,0.007087927116081119,0.0002881309250369668,0.06588058148821195,0.012382785429557164,0.01697441972607508,0.006949221466978391,0.00025517936854157596,0.06553648228446643,0.012081535452355942,1,1,1,1,75.04762840270996,250,676.0089449882507,2250.0,20.870038047790526,1.721180603981018,3.0917888679504393,0.8327251329421997,1.311937728697905,20.86267329406738,1.509037679195404,3.0903362922668456,0.7961703751087189,3,8,1,8,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
"[0.001, 0.001, 0.001, 0.001]",9,False,,,10,4ac5e5ff90504d9bbcb9919ce8b7845c,2020-10-20_04-38-02,1603168682,78.9734275341034,788.3127868175507,388,d83e38022e39,192.168.99.4,788.3127868175507,0,10,00019,"19_hypercubes=heat_para_3d,seed=1",34220,3.766465663909912,150,45.47276210784912,1650.0,0.006068405751138925,0.00022449363818547377,0.06134418266514937,0.011323981657624245,0.014983111765767276,0.006068405751138925,0.00022449363818547377,0.06134418266514937,0.011323981657624245,0,0,0,0,75.20566987991333,250,751.2146148681641,2500.0,20.871553413391112,1.7202406244277955,3.090866075515747,0.8326253156661987,1.3115794388552282,20.86267329406738,1.509037679195404,3.0903362922668456,0.7961703751087189,4,9,2,9,8.384897708892822,150,8.384897708892822,150.0,26.3632054011027,0.7156093712647756,4.91953104019165,0.8437482400735219,0.8459369783055802
